Script started on 2026-04-22 15:20:31+00:00 [COMMAND="cd ~/secure-reliable-file-fransfer && sudo PYTHONPATH=. python3 -u main.py --mode server --config config_phase1.json" TERM="xterm-256color" TTY="/dev/pts/0" COLUMNS="222" LINES="30"]
[SERVER] Listening on 172.31.77.14:50000
[SERVER][DEBUG] accepted ACK 173977
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 174002
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 174027
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 174027

[SERVER][DEBUG] accepted ACK 174050
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 174074
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 174100
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 174124
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 174149
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 174149

[SERVER][DEBUG] accepted ACK 174173
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 174196
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 174221
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 174246
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 174271
[SERVER][DEBUG] raw packet len=60
[SERVER] retransmitted DATA seq 174271[SERVER][DEBUG] accepted ACK 174295

[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 174319
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 174344
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 174370
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 174394
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 174394

[SERVER][DEBUG] accepted ACK 174419
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 174443
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 174468
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 174492
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 174517
[SERVER] retransmitted DATA seq 174517[SERVER][DEBUG] raw packet len=60

[SERVER][DEBUG] accepted ACK 174542
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 174566
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 174590
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 174614
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 174637
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 174668[SERVER] retransmitted DATA seq 174637

[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 174693
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 174716
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 174741
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 174765
[SERVER] retransmitted DATA seq 174765[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 174789

[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 174812
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 174836
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 174861
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 174885
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 174907
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 174907

[SERVER][DEBUG] accepted ACK 174931
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 174956
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 174981
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 175006
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 175030
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 175030

[SERVER][DEBUG] accepted ACK 175054
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 175080
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 175104
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 175130
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 175153
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 175153
[SERVER][DEBUG] accepted ACK 175179

[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 175204
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 175228
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 175253
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 175277
[SERVER][DEBUG] raw packet len=60
[SERVER] retransmitted DATA seq 175277[SERVER][DEBUG] accepted ACK 175301

[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 175325
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 175349
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 175374
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 175399
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 175399

[SERVER][DEBUG] accepted ACK 175422
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 175446
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 175470
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 175494
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 175519
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 175519

[SERVER][DEBUG] accepted ACK 175542
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 175565
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 175589
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 175613
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 175636
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 175660
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 175660

[SERVER][DEBUG] accepted ACK 175683
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 175707
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 175732
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 175757
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 175781
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 175781

[SERVER][DEBUG] accepted ACK 175803
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 175827
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 175851
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 175875
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 175900
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 175922
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 175922

[SERVER][DEBUG] accepted ACK 175947
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 175972
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 175997
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 176022
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 176045
[SERVER] retransmitted DATA seq 176045[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 176070

[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 176094
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 176119
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 176145
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 176169
[SERVER] retransmitted DATA seq 176169[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 176193

[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 176218
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 176242
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 176267
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 176291
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 176313
[SERVER] retransmitted DATA seq 176291
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 176341
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 176366
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 176390
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 176415
[SERVER] retransmitted DATA seq 176415[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 176438

[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 176463
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 176487
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 176512
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 176536
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 176560
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 176560

[SERVER][DEBUG] accepted ACK 176584
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 176610
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 176631
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 176670
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 176695
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 176695

[SERVER][DEBUG] accepted ACK 176720
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 176744
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 176769
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 176794
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 176817
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 176817

[SERVER][DEBUG] accepted ACK 176842
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 176868
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 176894
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 176919
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 176942
[SERVER][DEBUG] raw packet len=60
[SERVER] retransmitted DATA seq 176942[SERVER][DEBUG] accepted ACK 176968

[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 176993
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 177018
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 177044
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 177069
[SERVER] retransmitted DATA seq 177069[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 177092

[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 177116
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 177139
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 177164
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 177188
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 177210
[SERVER] retransmitted DATA seq 177210[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 177235

[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 177259
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 177283
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 177307
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 177330
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 177330

[SERVER][DEBUG] accepted ACK 177354
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 177378
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 177403
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 177426
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 177452
[SERVER] retransmitted DATA seq 177452[SERVER][DEBUG] raw packet len=60

[SERVER][DEBUG] accepted ACK 177476
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 177500
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 177525
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 177549
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 177575
[SERVER] retransmitted DATA seq 177575[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 177598

[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 177622
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 177647
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 177672
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 177697
[SERVER] retransmitted DATA seq 177697[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 177723

[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 177748
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 177772
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 177795
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 177820
[SERVER] retransmitted DATA seq 177820[SERVER][DEBUG] raw packet len=60

[SERVER][DEBUG] accepted ACK 177842
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 177866
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 177891
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 177916
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 177940
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 177940

[SERVER][DEBUG] accepted ACK 177964
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 177988
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 178012
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 178038
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 178062
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 178087
[SERVER] retransmitted DATA seq 178062
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 178111
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 178135
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 178161
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 178185
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 178185

[SERVER][DEBUG] accepted ACK 178209
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 178233
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 178258
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 178283
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 178308
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 178308

[SERVER][DEBUG] accepted ACK 178332
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 178356
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 178381
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 178405
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 178430
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 178430

[SERVER][DEBUG] accepted ACK 178454
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 178479
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 178503
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 178527
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 178551
[SERVER][DEBUG] raw packet len=60
[SERVER] retransmitted DATA seq 178551[SERVER][DEBUG] accepted ACK 178574

[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 178596
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 178620
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 178645
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 178669
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 178693
[SERVER][DEBUG] raw packet len=60
[SERVER] retransmitted DATA seq 178693
[SERVER][DEBUG] accepted ACK 178716
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 178740
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 178765
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 178789
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 178813
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 178813

[SERVER][DEBUG] accepted ACK 178835
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 178860
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 178884
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 178909
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 178933
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 178955
[SERVER] retransmitted DATA seq 178933
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 178980
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 179004
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 179029
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 179053
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 179053

[SERVER][DEBUG] accepted ACK 179075
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 179099
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 179122
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 179147
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 179171
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 179194
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 179194

[SERVER][DEBUG] accepted ACK 179217
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 179241
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 179266
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 179289
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 179314
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 179314

[SERVER][DEBUG] accepted ACK 179336
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 179361
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 179385
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 179409
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 179433
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 179433
[SERVER][DEBUG] accepted ACK 179456

[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 179480
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 179504
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 179529
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 179553
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 179575
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 179575

[SERVER][DEBUG] accepted ACK 179600
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 179625
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 179650
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 179675
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 179700
[SERVER] retransmitted DATA seq 179700[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 179723

[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 179748
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 179770
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 179800
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 179824
[SERVER] retransmitted DATA seq 179824[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 179847

[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 179872
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 179897
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 179921
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 179945
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 179968
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 179968

[SERVER][DEBUG] accepted ACK 179993
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 180018
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 180042
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 180069
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 180093
[SERVER][DEBUG] raw packet len=60
[SERVER] retransmitted DATA seq 180093[SERVER][DEBUG] accepted ACK 180117

[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 180142
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 180167
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 180192
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 180216
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 180216

[SERVER][DEBUG] accepted ACK 180240
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 180264
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 180289
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 180314
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 180338
[SERVER][DEBUG] raw packet len=60
[SERVER] retransmitted DATA seq 180338[SERVER][DEBUG] accepted ACK 180362

[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 180387
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 180411
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 180436
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 180461
[SERVER] retransmitted DATA seq 180461[SERVER][DEBUG] raw packet len=60

[SERVER][DEBUG] accepted ACK 180485
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 180509
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 180534
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 180559
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 180583
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 180583

[SERVER][DEBUG] accepted ACK 180607
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 180632
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 180656
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 180682
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 180706
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 180729[SERVER] retransmitted DATA seq 180706

[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 180754
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 180779
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 180805
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 180830
[SERVER] retransmitted DATA seq 180830[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 180854

[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 180878
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 180903
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 180928
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 180953
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 180953

[SERVER][DEBUG] accepted ACK 180975
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 181002
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 181027
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 181052
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 181076
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 181076
[SERVER][DEBUG] accepted ACK 181099

[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 181123
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 181146
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 181171
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 181195
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 181218
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 181241
[SERVER] retransmitted DATA seq 181218
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 181265
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 181290
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 181315
[SERVER][DEBUG] raw packet len=60
